"","id","nm","lat","lon","countryCode","cityid","g","dt_txt","temp","pressure","humidity","temp_min","temp_max","weather_id","weather_main","weather_description","weather_icon","wind_speed","wind_deg","clouds_all","visibility","dt","name","coord_lon","coord_lat","sys_country","sys_timezone","sys_sunrise","sys_sunset","feels_like","sea_level","grnd_level"
"272",3666582,"Tuquerres",1.09234,-77.62085,"CO","COtuquerres",10,"2020-04-30 12:14:53",291.73,1033,63,290.15,295.15,803,"Clouds","broken clouds","04d",4.1,100,75,10000,1588266893,"Tuquerres",-77.62,1.09,"CO",-18000,1588244575,1588288328,289.3,NA,NA
"273",3689235,"Baranoa",10.79408,-74.916397,"CO","CObaranoa",11,"2020-04-30 12:14:59",307.15,1011,56,307.15,307.15,802,"Clouds","scattered clouds","03d",3.6,90,40,10000,1588266899,"Baranoa",-74.92,10.79,"CO",-18000,1588243292,1588288315,310.42,NA,NA
"274",3681368,"Guatape",6.23274,-75.158638,"CO","COguatape",12,"2020-04-30 12:14:58",292.46,1028,77,292.04,293.15,802,"Clouds","scattered clouds","03d",3.1,200,40,10000,1588266898,"Guatape",-75.16,6.23,"CO",-18000,1588243652,1588288071,291.97,NA,NA
"275",3684266,"El Dovio",4.5079,-76.236191,"CO","COel dovio",13,"2020-04-30 12:14:58",298.15,1020,73,298.15,298.15,803,"Clouds","broken clouds","04d",1.72,286,75,10000,1588266898,"El Dovio",-76.24,4.51,"CO",-18000,1588244023,1588288218,300.55,NA,NA
"276",3682313,"Frontino",6.78005,-76.128799,"CO","COfrontino",14,"2020-04-30 12:14:58",296.49,1012,55,296.49,296.49,501,"Rain","moderate rain","10d",1.05,293,81,NA,1588266898,"Frontino",-76.13,6.78,"CO",-18000,1588243849,1588288339,296.95,1012,867
"278",3685345,"Curiti",6.60519,-73.068092,"CO","COcuriti",16,"2020-04-30 12:14:58",300.15,1018,69,300.15,300.15,803,"Clouds","broken clouds","04d",3.1,320,75,10000,1588266898,"Curiti",-73.07,6.61,"CO",-18000,1588243126,1588287594,302.07,NA,NA
"279",3686158,"Cocorna",6.0573,-75.185242,"CO","COcocorna",17,"2020-04-30 12:14:58",292.45,1028,77,292.04,293.15,802,"Clouds","scattered clouds","03d",3.1,200,40,10000,1588266898,"Cocorna",-75.19,6.06,"CO",-18000,1588243670,1588288067,291.95,NA,NA
"280",3686255,"Cimitarra",6.31419,-73.949677,"CO","COcimitarra",18,"2020-04-30 12:14:58",305.03,1013,56,305.03,305.03,500,"Rain","light rain","10d",1.35,290,91,NA,1588266898,"Cimitarra",-73.95,6.31,"CO",-18000,1588243356,1588287785,308.78,1013,989
"281",3686027,"Concepcion",6.7662,-72.694,"CO","COconcepcion",19,"2020-04-30 12:14:58",300.15,1018,69,300.15,300.15,803,"Clouds","broken clouds","04d",3.1,320,75,10000,1588266898,"Concepcion",-72.69,6.77,"CO",-18000,1588243024,1588287513,302.07,NA,NA
"282",3665851,"Viterbo",5.06242,-75.87159,"CO","COviterbo",20,"2020-04-30 12:14:53",298.15,1020,78,298.15,298.15,802,"Clouds","scattered clouds","03d",2.6,330,40,10000,1588266893,"Viterbo",-75.87,5.06,"CO",-18000,1588243899,1588288165,300.46,NA,NA
"283",3671950,"Polonuevo",10.77697,-74.853439,"CO","COpolonuevo",1,"2020-04-30 12:14:58",307.15,1011,56,307.15,307.15,802,"Clouds","scattered clouds","03d",3.6,90,40,10000,1588266898,"Polonuevo",-74.85,10.78,"CO",-18000,1588243276,1588288298,310.42,NA,NA
"284",3685432,"Cumbal",0.90875,-77.791451,"CO","COcumbal",2,"2020-04-30 12:14:58",290.15,1033,63,290.15,290.15,803,"Clouds","broken clouds","04d",4.1,100,75,10000,1588266898,"Cumbal",-77.79,0.91,"CO",-18000,1588244628,1588288357,287.3,NA,NA
"286",3671916,"Popayan",2.43823,-76.613159,"CO","COpopayan",4,"2020-04-30 12:14:58",297.41,1013,38,297.41,297.41,500,"Rain","light rain","10d",1.37,262,11,NA,1588266898,"Popayan",-76.61,2.44,"CO",-18000,1588244246,1588288172,296.24,1013,832
"287",3673899,"Neiva",2.9273,-75.281883,"CO","COneiva",5,"2020-04-30 12:14:58",306.15,1014,43,306.15,306.15,802,"Clouds","scattered clouds","03d",2.6,NA,40,10000,1588266898,"Neiva",-75.28,2.93,"CO",-18000,1588243895,1588287885,307.44,NA,NA
"288",3670218,"San Andres",12.58472,-81.700562,"CO","COsan andres",6,"2020-04-30 12:14:53",304.15,1015,62,304.15,304.15,801,"Clouds","few clouds","02d",4.1,70,20,10000,1588266893,"San Andres",-81.7,12.58,"CO",-18000,1588244797,1588290064,306.44,NA,NA
"289",3674453,"Monteria",8.74798,-75.881432,"CO","COmonteria",7,"2020-04-30 12:14:58",305.15,1012,66,305.15,305.15,803,"Clouds","broken clouds","04d",2.95,281,75,10000,1588266898,"Monteria",-75.88,8.75,"CO",-18000,1588243659,1588288409,309.4,NA,NA
"290",3674463,"Montenegro",4.56639,-75.751106,"CO","COmontenegro",8,"2020-04-30 12:14:58",298.15,1020,73,298.15,298.15,803,"Clouds","broken clouds","04d",1.4,270,75,10000,1588266898,"Montenegro",-75.75,4.57,"CO",-18000,1588243902,1588288104,300.78,NA,NA
"291",3674962,"Medellin",6.25184,-75.563591,"CO","COmedellin",9,"2020-04-30 12:14:58",294.14,1022,61,292.04,298.15,802,"Clouds","scattered clouds","03d",0.44,80,40,10000,1588266898,"Medellin",-75.56,6.25,"CO",-18000,1588243747,1588288168,294.82,NA,NA
"292",3675707,"Madrid",4.73244,-74.264191,"CO","COmadrid",10,"2020-04-30 12:14:58",294.15,1029,46,294.15,294.15,803,"Clouds","broken clouds","04d",3.6,110,75,10000,1588266898,"Madrid",-74.26,4.73,"CO",-18000,1588243534,1588287757,291.4,NA,NA
"293",3676720,"La Virginia",4.89972,-75.8825,"CO","COla virginia",11,"2020-04-30 12:14:58",298.15,1020,78,298.15,298.15,802,"Clouds","scattered clouds","03d",2.6,330,40,10000,1588266898,"La Virginia",-75.88,4.9,"CO",-18000,1588243911,1588288157,300.46,NA,NA
"294",3676928,"La Union",4.53282,-76.10318,"CO","COla union",12,"2020-04-30 12:14:58",298.15,1020,73,298.15,298.15,803,"Clouds","broken clouds","04d",1.05,284,75,10000,1588266898,"La Union",-76.1,4.53,"CO",-18000,1588243988,1588288185,301.02,NA,NA
"296",3680387,"Jamundi",3.26074,-76.534988,"CO","COjamundi",14,"2020-04-30 12:14:58",301.15,1018,65,301.15,301.15,802,"Clouds","scattered clouds","03d",1,NA,40,10000,1588266898,"Jamundi",-76.53,3.26,"CO",-18000,1588244174,1588288206,304.53,NA,NA
"297",3681957,"Granada",3.53861,-73.700562,"CO","COgranada",15,"2020-04-30 12:14:58",305.71,1013,48,305.71,305.71,500,"Rain","light rain","10d",1.98,78,56,NA,1588266898,"Granada",-73.7,3.54,"CO",-18000,1588243477,1588287545,308.07,1013,976
"298",3682238,"Galapa",10.89686,-74.886002,"CO","COgalapa",16,"2020-04-30 12:14:58",307.15,1011,56,307.15,307.15,802,"Clouds","scattered clouds","03d",3.6,90,40,10000,1588266898,"Galapa",-74.89,10.9,"CO",-18000,1588243277,1588288316,310.42,NA,NA
"299",3682274,"Fusagasuga",4.33646,-74.363777,"CO","COfusagasuga",17,"2020-04-30 12:14:58",294.15,1029,46,294.15,294.15,803,"Clouds","broken clouds","04d",3.6,110,75,10000,1588266898,"Fusagasuga",-74.36,4.34,"CO",-18000,1588243583,1588287755,291.4,NA,NA
"300",3682393,"Florida",3.3223,-76.234802,"CO","COflorida",18,"2020-04-30 12:14:58",301.15,1018,65,301.15,301.15,802,"Clouds","scattered clouds","03d",1,NA,40,10000,1588266898,"Florida",-76.23,3.32,"CO",-18000,1588244098,1588288138,304.53,NA,NA
"301",3684615,"El Cerrito",3.68549,-76.313721,"CO","COel cerrito",19,"2020-04-30 12:14:58",301.15,1018,65,301.15,301.15,802,"Clouds","scattered clouds","03d",1,NA,40,10000,1588266898,"El Cerrito",-76.31,3.69,"CO",-18000,1588244093,1588288181,304.53,NA,NA
"302",3687238,"Cartagena",10.39972,-75.514442,"CO","COcartagena",20,"2020-04-30 12:14:58",306.15,1011,63,306.15,306.15,801,"Clouds","few clouds","02d",4.1,220,20,10000,1588266898,"Cartagena",-75.51,10.4,"CO",-18000,1588243460,1588288431,309.7,NA,NA
"303",3687952,"Caldas",6.09106,-75.635689,"CO","COcaldas",1,"2020-04-30 12:14:58",294.28,1022,61,292.04,298.15,802,"Clouds","scattered clouds","03d",0.19,353,40,10000,1588266898,"Caldas",-75.64,6.09,"CO",-18000,1588243776,1588288177,295.18,NA,NA
"304",3688451,"Buenaventura",3.8801,-77.031158,"CO","CObuenaventura",2,"2020-04-30 12:14:58",303.25,1012,68,303.25,303.25,500,"Rain","light rain","10d",2.71,254,53,NA,1588266898,"Buenaventura",-77.03,3.88,"CO",-18000,1588244254,1588288366,306.9,1012,1011
"306",3689798,"Apartado",7.88299,-76.62587,"CO","COapartado",4,"2020-04-30 12:14:59",302.15,1013,79,302.15,302.15,721,"Haze","haze","50d",0.78,292,75,9000,1588266899,"Apartado",-76.63,7.88,"CO",-18000,1588243896,1588288532,308.01,NA,NA
"307",3689905,"Andalucia",4.17061,-76.166412,"CO","COandalucia",5,"2020-04-30 12:14:59",298.15,1020,73,298.15,298.15,803,"Clouds","broken clouds","04d",0.46,328,75,10000,1588266899,"Andalucia",-76.17,4.17,"CO",-18000,1588244028,1588288179,301.44,NA,NA
"308",3514674,"Gustavo A. Madero",19.478609,-99.095833,"MX","MXgustavo a. madero",6,"2020-04-30 12:14:42",293.44,1031,37,293.15,293.71,801,"Clouds","few clouds","02d",2.1,80,20,16093,1588266882,"Gustavo A. Madero",-99.1,19.48,"MX",-18000,1588248481,1588294731,290.87,NA,NA
"309",3521168,"Poza Rica de Hidalgo",20.53315,-97.459457,"MX","MXpoza rica de hidalgo",7,"2020-04-30 12:14:43",299.15,1021,69,299.15,299.15,803,"Clouds","broken clouds","04d",4.39,50,75,11265,1588266883,"Poza Rica de Hidalgo",-97.46,20.53,"MX",-18000,1588248009,1588294416,299.71,NA,NA
"310",3522484,"Ocosingo",17.066669,-92.25,"MX","MXocosingo",8,"2020-04-30 12:14:43",302.34,1014,30,302.34,302.34,803,"Clouds","broken clouds","04d",2.23,26,68,NA,1588266883,"Ocosingo",-92.25,17.07,"MX",-18000,1588247014,1588292911,300.78,1014,903
"311",3522551,"Nuevo Laredo",27.47629,-99.516388,"MX","MXnuevo laredo",9,"2020-04-30 12:14:43",301.13,1021,42,300.15,302.15,800,"Clear","clear sky","01d",3.1,180,5,12874,1588266883,"Nuevo Laredo",-99.52,27.48,"MX",-18000,1588247950,1588295465,300.18,NA,NA
"312",3523202,"Milpa Alta",19.19194,-99.023613,"MX","MXmilpa alta",10,"2020-04-30 12:14:49",295.47,1031,37,293.15,300.15,801,"Clouds","few clouds","02d",2.1,80,20,16093,1588266889,"Milpa Alta",-99.02,19.19,"MX",-18000,1588248484,1588294691,293.28,NA,NA
"313",3527545,"Frontera",18.58333,-92.650002,"MX","MXfrontera",11,"2020-04-30 12:14:49",305.15,1017,59,305.15,305.15,721,"Haze","haze","50d",2.6,310,75,4828,1588266889,"Frontera",-92.65,18.58,"MX",-18000,1588247000,1588293117,308.55,NA,NA
"314",3528756,"El Mante",22.73333,-98.966667,"MX","MXel mante",12,"2020-04-30 12:14:49",303.15,1015,46,303.15,303.15,500,"Rain","light rain","10d",1.79,90,95,NA,1588266889,"El Mante",-98.97,22.73,"MX",-18000,1588248203,1588294947,304.32,NA,NA
"315",3529947,"Cuernavaca",18.91667,-99.25,"MX","MXcuernavaca",13,"2020-04-30 12:14:49",300.15,1023,32,300.15,300.15,803,"Clouds","broken clouds","04d",3.1,150,75,12874,1588266889,"Cuernavaca",-99.25,18.92,"MX",-18000,1588248559,1588294726,297.73,NA,NA
"316",3530531,"Coatepec",19.450001,-96.966667,"MX","MXcoatepec",14,"2020-04-30 12:14:43",297.89,1020,38,297.89,297.89,500,"Rain","light rain","10d",2.63,102,66,NA,1588266883,"Coatepec",-96.97,19.45,"MX",-18000,1588247973,1588294218,295.95,1020,888
"317",3530594,"Ciudad Madero",22.26667,-97.833328,"MX","MXciudad madero",15,"2020-04-30 12:14:49",301.15,1020,74,301.15,301.15,803,"Clouds","broken clouds","04d",6.7,10,75,9656,1588266889,"Ciudad Madero",-97.83,22.27,"MX",-18000,1588247966,1588294638,301.66,NA,NA
"318",3531013,"Chiapa de Corzo",16.700001,-93,"MX","MXchiapa de corzo",16,"2020-04-30 12:14:49",305.15,1017,46,305.15,305.15,711,"Smoke","smoke","50d",6.2,300,40,4828,1588266889,"Chiapa de Corzo",-93,16.7,"MX",-18000,1588247220,1588293065,304,NA,NA
"320",3532592,"Atlixco",18.90815,-98.436127,"MX","MXatlixco",17,"2020-04-30 12:14:49",293.15,1030,37,293.15,293.15,800,"Clear","clear sky","01d",1.5,40,5,17702,1588266889,"Atlixco",-98.44,18.91,"MX",-18000,1588248365,1588294531,290.95,NA,NA
"322",3815392,"Zacatelco",19.215281,-98.238892,"MX","MXzacatelco",19,"2020-04-30 12:14:59",293.15,1030,37,293.15,293.15,800,"Clear","clear sky","01d",1.5,40,5,17702,1588266899,"Zacatelco",-98.24,19.22,"MX",-18000,1588248294,1588294506,290.95,NA,NA
"323",3827414,"Huixquilucan",19.360279,-99.351387,"MX","MXhuixquilucan",20,"2020-04-30 12:14:59",292.09,1031,37,289.15,293.71,801,"Clouds","few clouds","02d",2.1,80,20,16093,1588266899,"Huixquilucan",-99.35,19.36,"MX",-18000,1588248550,1588294783,289.29,NA,NA
"324",3979770,"Zapopan",20.716669,-103.400002,"MX","MXzapopan",1,"2020-04-30 12:15:13",297.45,1024,29,297.04,298.15,800,"Clear","clear sky","01d",5.1,80,5,16093,1588266913,"Zapopan",-103.4,20.72,"MX",-18000,1588249420,1588295857,292.78,NA,NA
"325",3980844,"Tuxpan",19.549999,-103.400002,"MX","MXtuxpan",2,"2020-04-30 12:15:13",299.15,1017,47,299.15,299.15,802,"Clouds","scattered clouds","03d",2.75,102,40,9656,1588266913,"Tuxpan",-103.4,19.55,"MX",-18000,1588249508,1588295769,298.42,NA,NA
"326",3981941,"Tepic",21.5,-104.900002,"MX","MXtepic",3,"2020-04-30 12:15:13",301.15,1018,45,301.15,301.15,800,"Clear","clear sky","01d",1.03,334,5,19312,1588266913,"Tepic",-104.9,21.5,"MX",-21600,1588249721,1588296276,302.02,NA,NA
"327",3984583,"Santa Catarina",25.67325,-100.45813,"MX","MXsanta catarina",4,"2020-04-30 12:15:13",295.4,1023,53,294.82,297.15,803,"Clouds","broken clouds","04d",3.1,140,75,19312,1588266913,"Santa Catarina",-100.46,25.67,"MX",-18000,1588248326,1588295540,293.91,NA,NA
"328",3985620,"San Luis de la Paz",21.299999,-100.51667,"MX","MXsan luis de la paz",5,"2020-04-30 12:15:13",297.32,1028,38,296.48,298.15,802,"Clouds","scattered clouds","03d",4.57,72,38,NA,1588266913,"San Luis de la Paz",-100.52,21.3,"MX",-18000,1588248685,1588295209,293.89,NA,NA
"330",3994469,"Ojinaga",29.566669,-104.416672,"MX","MXojinaga",7,"2020-04-30 12:15:13",300.74,1022,24,300.15,301.48,800,"Clear","clear sky","01d",2.1,100,1,16093,1588266913,"Ojinaga",-104.42,29.57,"MX",-21600,1588248944,1588296822,298.18,NA,NA
"331",3995402,"Morelia",19.700781,-101.184433,"MX","MXmorelia",8,"2020-04-30 12:15:13",297.15,1027,36,297.15,297.15,800,"Clear","clear sky","01d",3.6,20,5,12874,1588266913,"Morelia",-101.18,19.7,"MX",-18000,1588248964,1588295247,294.16,NA,NA
"332",3996426,"Matamoros",25.533331,-103.25,"MX","MXmatamoros",9,"2020-04-30 12:15:13",299.78,1023,41,299.15,300.37,800,"Clear","clear sky","01d",2.6,30,5,16093,1588266913,"Matamoros",-103.25,25.53,"MX",-18000,1588249007,1588296198,298.67,NA,NA
"333",3996663,"Manzanillo",19.05011,-104.318787,"MX","MXmanzanillo",10,"2020-04-30 12:15:13",299.15,1014,83,299.15,299.15,800,"Clear","clear sky","01d",3.1,150,5,16093,1588266913,"Manzanillo",-104.32,19.05,"MX",-18000,1588249765,1588295953,302.16,NA,NA
"334",4004898,"Hermosillo",29.066669,-110.966667,"MX","MXhermosillo",11,"2020-04-30 12:15:13",307.1,1009,16,305.93,308.15,803,"Clouds","broken clouds","04d",0.89,203,71,NA,1588266913,"Hermosillo",-110.97,29.07,"MX",-25200,1588250559,1588298351,305.27,NA,NA
"336",4013516,"Colima",19.23333,-103.716667,"MX","MXcolima",13,"2020-04-30 12:15:13",299.15,1017,47,299.15,299.15,802,"Clouds","scattered clouds","03d",2.22,200,40,9656,1588266913,"Colima",-103.72,19.23,"MX",-18000,1588249608,1588295822,298.79,NA,NA
"338",3665924,"Villapinzon",5.21617,-73.594902,"CO","COvillapinzon",15,"2020-04-30 12:14:53",290.28,1013,34,290.28,290.28,500,"Rain","light rain","10d",2.88,122,81,NA,1588266893,"Villapinzon",-73.59,5.22,"CO",-18000,1588243341,1588287628,286.45,1013,738
"340",3668472,"Santa Rosa",10.44472,-75.36972,"CO","COsanta rosa",17,"2020-04-30 12:14:53",306.15,1011,63,306.15,306.15,801,"Clouds","few clouds","02d",4.1,220,20,10000,1588266893,"Santa Rosa",-75.37,10.44,"CO",-18000,1588243423,1588288400,309.7,NA,NA
"341",3668594,"Santana",6.0575,-73.481117,"CO","COsantana",18,"2020-04-30 12:14:53",298.68,1013,36,298.68,298.68,500,"Rain","light rain","10d",1.82,340,31,NA,1588266893,"Santana",-73.48,6.06,"CO",-18000,1588243260,1588287656,297.28,1013,840
"342",3669128,"San Pedro",9.3956,-75.064758,"CO","COsan pedro",19,"2020-04-30 12:14:53",304.13,1010,63,304.13,304.13,500,"Rain","light rain","10d",2.25,179,99,NA,1588266893,"San Pedro",-75.06,9.4,"CO",-18000,1588243419,1588288256,307.85,1010,995
"345",3669857,"San Francisco",6.11667,-75.98333,"CO","COsan francisco",2,"2020-04-30 12:14:53",294.37,1022,61,292.04,298.15,802,"Clouds","scattered clouds","03d",0.54,101,40,10000,1588266893,"San Francisco",-75.98,6.12,"CO",-18000,1588243856,1588288260,295.05,NA,NA
"348",3669947,"San Diego",10.33427,-73.180038,"CO","COsan diego",5,"2020-04-30 12:14:53",306.15,1014,49,306.15,306.15,803,"Clouds","broken clouds","04d",2.6,40,75,10000,1588266893,"San Diego",-73.18,10.33,"CO",-18000,1588242905,1588287867,308.43,NA,NA
"349",3669956,"San Cristobal",9.87809,-75.25248,"CO","COsan cristobal",6,"2020-04-30 12:14:53",306.15,1011,63,306.15,306.15,801,"Clouds","few clouds","02d",4.1,220,20,10000,1588266893,"San Cristobal",-75.25,9.88,"CO",-18000,1588243432,1588288333,309.7,NA,NA
"351",3670700,"Risaralda",5.16647,-75.765953,"CO","COrisaralda",8,"2020-04-30 12:14:53",298.15,1020,78,298.15,298.15,802,"Clouds","scattered clouds","03d",2.6,330,40,10000,1588266893,"Risaralda",-75.77,5.17,"CO",-18000,1588243868,1588288148,300.46,NA,NA
"352",3671936,"Ponedera",10.64104,-74.750259,"CO","COponedera",9,"2020-04-30 12:14:58",307.15,1011,56,307.15,307.15,802,"Clouds","scattered clouds","03d",3.6,90,40,10000,1588266898,"Ponedera",-74.75,10.64,"CO",-18000,1588243261,1588288264,310.42,NA,NA
"353",3673286,"Palermo",2.89167,-75.4375,"CO","COpalermo",10,"2020-04-30 12:14:58",306.15,1014,43,306.15,306.15,802,"Clouds","scattered clouds","03d",2.6,NA,40,10000,1588266898,"Palermo",-75.44,2.89,"CO",-18000,1588243936,1588287921,307.44,NA,NA
"355",3674519,"Montebello",5.94806,-75.527496,"CO","COmontebello",12,"2020-04-30 12:14:58",292.47,1028,77,292.04,293.15,802,"Clouds","scattered clouds","03d",3.1,200,40,10000,1588266898,"Montebello",-75.53,5.95,"CO",-18000,1588243759,1588288141,291.98,NA,NA
"356",3675212,"Marsella",4.93722,-75.737778,"CO","COmarsella",13,"2020-04-30 12:14:58",298.15,1020,78,298.15,298.15,802,"Clouds","scattered clouds","03d",2.6,330,40,10000,1588266898,"Marsella",-75.74,4.94,"CO",-18000,1588243875,1588288126,300.46,NA,NA
"359",3679660,"La Calera",4.72069,-73.969261,"CO","COla calera",16,"2020-04-30 12:14:58",294.15,1029,46,294.15,294.15,803,"Clouds","broken clouds","04d",3.6,110,75,10000,1588266898,"La Calera",-73.97,4.72,"CO",-18000,1588243465,1588287686,291.4,NA,NA
"361",3682039,"Ginebra",3.72461,-76.266747,"CO","COginebra",18,"2020-04-30 12:14:58",301.15,1018,65,301.15,301.15,802,"Clouds","scattered clouds","03d",1,NA,40,10000,1588266898,"Ginebra",-76.27,3.72,"CO",-18000,1588244082,1588288174,304.53,NA,NA
"362",3682473,"Filandia",4.67472,-75.658333,"CO","COfilandia",19,"2020-04-30 12:14:58",298.15,1020,78,298.15,298.15,802,"Clouds","scattered clouds","03d",2.6,330,40,10000,1588266898,"Filandia",-75.66,4.67,"CO",-18000,1588243874,1588288089,300.46,NA,NA
"363",3685126,"Don Matias",6.48568,-75.394958,"CO","COdon matias",20,"2020-04-30 12:14:58",294.03,1028,77,292.04,298.15,802,"Clouds","scattered clouds","03d",3.1,200,40,10000,1588266898,"Don Matias",-75.39,6.49,"CO",-18000,1588243690,1588288143,294.12,NA,NA
"364",3685733,"Cota",4.80938,-74.098,"CO","COcota",1,"2020-04-30 12:14:58",294.15,1029,46,294.15,294.15,803,"Clouds","broken clouds","04d",3.6,110,75,10000,1588266898,"Cota",-74.1,4.81,"CO",-18000,1588243490,1588287724,291.4,NA,NA
"369",3515040,"Tulum",20.216669,-87.466667,"MX","MXtulum",6,"2020-04-30 12:14:42",303.55,1015,55,302.59,305.15,802,"Clouds","scattered clouds","03d",3.1,200,40,12874,1588266882,"Tulum",-87.47,20.22,"MX",-18000,1588245636,1588291995,305.23,NA,NA
"371",3517731,"Nextlalpan",19.744169,-99.073334,"MX","MXnextlalpan",8,"2020-04-30 12:14:43",293.44,1031,37,293.15,293.71,801,"Clouds","few clouds","02d",2.1,80,20,16093,1588266883,"Nextlalpan",-99.07,19.74,"MX",-18000,1588248455,1588294744,290.87,NA,NA
"373",3519412,"San Felipe del Progreso",19.71278,-99.951942,"MX","MXsan felipe del progreso",10,"2020-04-30 12:14:43",294.34,1032,51,289.15,299.26,801,"Clouds","few clouds","02d",2.1,280,20,11265,1588266883,"San Felipe del Progreso",-99.95,19.71,"MX",-18000,1588248668,1588294953,293.09,NA,NA
"375",3519622,"Amaxac de Guerrero",19.366671,-98.183327,"MX","MXamaxac de guerrero",12,"2020-04-30 12:14:43",293.15,1030,37,293.15,293.15,800,"Clear","clear sky","01d",1.5,40,5,17702,1588266883,"Amaxac de Guerrero",-98.18,19.37,"MX",-18000,1588248269,1588294502,290.95,NA,NA
"378",3526756,"Isla Mujeres",21.23114,-86.731049,"MX","MXisla mujeres",15,"2020-04-30 12:14:49",304.97,1015,59,304.82,305.15,803,"Clouds","broken clouds","04d",4.1,150,75,11265,1588266889,"Isla Mujeres",-86.73,21.23,"MX",-18000,1588245382,1588291893,307.23,NA,NA
"379",3526929,"Hueyotlipan",19.48333,-98.349998,"MX","MXhueyotlipan",16,"2020-04-30 12:14:49",293.15,1030,37,293.15,293.15,800,"Clear","clear sky","01d",1.5,40,5,17702,1588266889,"Hueyotlipan",-98.35,19.48,"MX",-18000,1588248301,1588294551,290.95,NA,NA
"381",3528788,"El Llano",20.049999,-99.300003,"MX","MXel llano",18,"2020-04-30 12:14:49",294.52,1020,24,294.52,294.52,801,"Clouds","few clouds","02d",3.08,49,18,NA,1588266889,"El Llano",-99.3,20.05,"MX",-18000,1588248487,1588294822,290.37,1020,803
"383",3530527,"Coatepec Harinas",18.89492,-99.721527,"MX","MXcoatepec harinas",20,"2020-04-30 12:14:49",294.87,1023,32,289.15,300.15,803,"Clouds","broken clouds","04d",3.1,150,75,12874,1588266889,"Coatepec Harinas",-99.72,18.89,"MX",-18000,1588248674,1588294837,291.44,NA,NA
"385",3531007,"Chiautla",19.533331,-98.883331,"MX","MXchiautla",2,"2020-04-30 12:14:49",293.44,1031,37,293.15,293.71,801,"Clouds","few clouds","02d",2.1,80,20,16093,1588266889,"Chiautla",-98.88,19.53,"MX",-18000,1588248425,1588294682,290.87,NA,NA
"389",3817745,"Acolman",19.625,-98.916672,"MX","MXacolman",6,"2020-04-30 12:14:59",293.44,1031,37,293.15,293.71,801,"Clouds","few clouds","02d",2.1,80,20,16093,1588266899,"Acolman",-98.92,19.62,"MX",-18000,1588248428,1588294699,290.87,NA,NA
"392",3995398,"Morelos",22.883329,-102.616669,"MX","MXmorelos",9,"2020-04-30 12:15:13",293.15,1027,37,293.15,293.15,802,"Clouds","scattered clouds","03d",5.12,148,40,16093,1588266913,"Morelos",-102.62,22.88,"MX",-18000,1588249067,1588295835,288.41,NA,NA
"393",4009788,"El Fuerte",26.41889,-108.619438,"MX","MXel fuerte",10,"2020-04-30 12:15:13",306.91,1012,19,306.91,306.91,800,"Clear","clear sky","01d",1.92,217,0,NA,1588266913,"El Fuerte",-108.62,26.42,"MX",-21600,1588250221,1588297561,304.84,1012,1003
"394",4011469,"Puebla",32.564442,-115.353333,"MX","MXpuebla",11,"2020-04-30 12:15:13",301.08,1010,42,300.15,302.15,803,"Clouds","broken clouds","04d",2.6,140,75,16093,1588266913,"Puebla",-115.35,32.56,"MX",-25200,1588251291,1588299721,300.46,NA,NA
"396",4022970,"Victoria",21.210831,-100.211937,"MX","MXvictoria",13,"2020-04-30 12:15:13",296.4,1030,42,293.15,298.15,800,"Clear","clear sky","01d",4.6,80,5,12874,1588266913,"Victoria",-100.21,21.21,"MX",-18000,1588248618,1588295128,293.12,NA,NA
